farm_id,farm_type,acquisition_year,year,age,gross,gross_forestry,gross_soil,gross_biodiversity,gross_beef,gross_water,pdf_fee,expert_fee,supplier_costs,admin,operator_paid,operator_overflow,treasury_pretax,tax,net_to_treasury,cum_profit,land_fmv
F011,medium,2,7,6,14396452.211412674,1020914.7135322952,4029926.5007853755,3036765.644390401,4537398.7268102,1771446.6258944005,2159467.831711901,719822.6105706338,5038758.273994436,431893.5663423802,250000.0,1189645.2211412676,5796509.928793323,1449127.4821983308,4347382.446594993,12622928.537279405,20371636.197785605
F011,medium,2,8,7,16637837.952405766,1162230.8028265024,4704267.535250128,3631971.7106909193,5165470.234784455,1973897.6688537605,2495675.6928608646,831891.8976202883,5823243.283342018,499135.13857217296,250000.0,1413783.7952405766,6737891.940010422,1684472.9850026055,5053418.955007817,17676347.492287222,21186501.64569703
F011,medium,2,9,8,18253727.20016336,1254102.3805737402,5130418.829619846,4105707.151215822,5573788.358105511,2189710.480648438,2738059.080024504,912686.360008168,6388804.520057176,547611.8160049008,250000.0,1575372.720016336,7416565.424068612,1854141.356017153,5562424.068051459,23238771.560338683,22033961.711524915
F011,medium,2,10,9,19387379.369611375,1350440.2452632685,5577905.360870022,4440732.854755033,5741002.008848678,2277298.899874376,2908106.905441706,969368.9684805688,6785582.7793639805,581621.3810883412,250000.0,1688737.9369611377,7892699.335236778,1973174.8338091944,5919524.501427583,29158296.061766267,22915320.17998591
F012,medium,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F012,medium,2,3,2,2606398.0,190962.0,0.0,389376.0,1485259.9999999998,540800.0000000001,390959.7,130319.90000000001,912239.2999999999,78191.94,250000.0,10639.800000000017,844687.16,211171.79,633515.37,633515.37,15142400.0
F012,medium,2,4,3,5704352.86,393381.72,983454.2999999999,1079869.44,2403999.4000000004,843648.0000000001,855652.929,285217.64300000004,1996523.501,171130.5858,250000.0,320435.2860000001,2145828.2012,536457.0503,1609371.1509,2242886.5209,16338649.600000003
F012,medium,2,5,4,8639570.169800002,607774.7574,2025915.8580000002,1684596.3264000004,3151424.668,1169858.5600000003,1295935.5254700002,431978.50849000015,3023849.5594300004,259187.10509400006,250000.0,613957.0169800003,3378619.471316001,844654.8678290002,2533964.603487001,4776851.124387001,17606371.328
F012,medium,2,6,5,11702206.242214002,834677.333496,3130040.0006100005,2335973.572608,3941531.8526200005,1459983.4828800003,1755330.9363321003,585110.3121107001,4095772.1847749003,351066.18726642005,250000.0,920220.6242214001,4664926.621729881,1166231.6554324701,3498694.9662974104,8275546.090684411,18949368.954880003
F012,medium,2,7,6,14396452.211412674,1020914.7135322952,4029926.5007853755,3036765.644390401,4537398.7268102,1771446.6258944005,2159467.831711901,719822.6105706338,5038758.273994436,431893.5663423802,250000.0,1189645.2211412676,5796509.928793323,1449127.4821983308,4347382.446594993,12622928.537279405,20371636.197785605
F012,medium,2,8,7,16637837.952405766,1162230.8028265024,4704267.535250128,3631971.7106909193,5165470.234784455,1973897.6688537605,2495675.6928608646,831891.8976202883,5823243.283342018,499135.13857217296,250000.0,1413783.7952405766,6737891.940010422,1684472.9850026055,5053418.955007817,17676347.492287222,21186501.64569703
F012,medium,2,9,8,18253727.20016336,1254102.3805737402,5130418.829619846,4105707.151215822,5573788.358105511,2189710.480648438,2738059.080024504,912686.360008168,6388804.520057176,547611.8160049008,250000.0,1575372.720016336,7416565.424068612,1854141.356017153,5562424.068051459,23238771.560338683,22033961.711524915
F012,medium,2,10,9,19387379.369611375,1350440.2452632685,5577905.360870022,4440732.854755033,5741002.008848678,2277298.899874376,2908106.905441706,969368.9684805688,6785582.7793639805,581621.3810883412,250000.0,1688737.9369611377,7892699.335236778,1973174.8338091944,5919524.501427583,29158296.061766267,22915320.17998591
F013,medium,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F013,medium,2,3,2,2606398.0,190962.0,0.0,389376.0,1485259.9999999998,540800.0000000001,390959.7,130319.90000000001,912239.2999999999,78191.94,250000.0,10639.800000000017,844687.16,211171.79,633515.37,633515.37,15142400.0
F013,medium,2,4,3,5704352.86,393381.72,983454.2999999999,1079869.44,2403999.4000000004,843648.0000000001,855652.929,285217.64300000004,1996523.501,171130.5858,250000.0,320435.2860000001,2145828.2012,536457.0503,1609371.1509,2242886.5209,16338649.600000003
F013,medium,2,5,4,8639570.169800002,607774.7574,2025915.8580000002,1684596.3264000004,3151424.668,1169858.5600000003,1295935.5254700002,431978.50849000015,3023849.5594300004,259187.10509400006,250000.0,613957.0169800003,3378619.471316001,844654.8678290002,2533964.603487001,4776851.124387001,17606371.328
F013,medium,2,6,5,11702206.242214002,834677.333496,3130040.0006100005,2335973.572608,3941531.8526200005,1459983.4828800003,1755330.9363321003,585110.3121107001,4095772.1847749003,351066.18726642005,250000.0,920220.6242214001,4664926.621729881,1166231.6554324701,3498694.9662974104,8275546.090684411,18949368.954880003
F013,medium,2,7,6,14396452.211412674,1020914.7135322952,4029926.5007853755,3036765.644390401,4537398.7268102,1771446.6258944005,2159467.831711901,719822.6105706338,5038758.273994436,431893.5663423802,250000.0,1189645.2211412676,5796509.928793323,1449127.4821983308,4347382.446594993,12622928.537279405,20371636.197785605
F013,medium,2,8,7,16637837.952405766,1162230.8028265024,4704267.535250128,3631971.7106909193,5165470.234784455,1973897.6688537605,2495675.6928608646,831891.8976202883,5823243.283342018,499135.13857217296,250000.0,1413783.7952405766,6737891.940010422,1684472.9850026055,5053418.955007817,17676347.492287222,21186501.64569703
F013,medium,2,9,8,18253727.20016336,1254102.3805737402,5130418.829619846,4105707.151215822,5573788.358105511,2189710.480648438,2738059.080024504,912686.360008168,6388804.520057176,547611.8160049008,250000.0,1575372.720016336,7416565.424068612,1854141.356017153,5562424.068051459,23238771.560338683,22033961.711524915
F013,medium,2,10,9,19387379.369611375,1350440.2452632685,5577905.360870022,4440732.854755033,5741002.008848678,2277298.899874376,2908106.905441706,969368.9684805688,6785582.7793639805,581621.3810883412,250000.0,1688737.9369611377,7892699.335236778,1973174.8338091944,5919524.501427583,29158296.061766267,22915320.17998591
F014,medium,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F014,medium,2,3,2,2606398.0,190962.0,0.0,389376.0,1485259.9999999998,540800.0000000001,390959.7,130319.90000000001,912239.2999999999,78191.94,250000.0,10639.800000000017,844687.16,211171.79,633515.37,633515.37,15142400.0
F014,medium,2,4,3,5704352.86,393381.72,983454.2999999999,1079869.44,2403999.4000000004,843648.0000000001,855652.929,285217.64300000004,1996523.501,171130.5858,250000.0,320435.2860000001,2145828.2012,536457.0503,1609371.1509,2242886.5209,16338649.600000003
F014,medium,2,5,4,8639570.169800002,607774.7574,2025915.8580000002,1684596.3264000004,3151424.668,1169858.5600000003,1295935.5254700002,431978.50849000015,3023849.5594300004,259187.10509400006,250000.0,613957.0169800003,3378619.471316001,844654.8678290002,2533964.603487001,4776851.124387001,17606371.328
F014,medium,2,6,5,11702206.242214002,834677.333496,3130040.0006100005,2335973.572608,3941531.8526200005,1459983.4828800003,1755330.9363321003,585110.3121107001,4095772.1847749003,351066.18726642005,250000.0,920220.6242214001,4664926.621729881,1166231.6554324701,3498694.9662974104,8275546.090684411,18949368.954880003
F014,medium,2,7,6,14396452.211412674,1020914.7135322952,4029926.5007853755,3036765.644390401,4537398.7268102,1771446.6258944005,2159467.831711901,719822.6105706338,5038758.273994436,431893.5663423802,250000.0,1189645.2211412676,5796509.928793323,1449127.4821983308,4347382.446594993,12622928.537279405,20371636.197785605
F014,medium,2,8,7,16637837.952405766,1162230.8028265024,4704267.535250128,3631971.7106909193,5165470.234784455,1973897.6688537605,2495675.6928608646,831891.8976202883,5823243.283342018,499135.13857217296,250000.0,1413783.7952405766,6737891.940010422,1684472.9850026055,5053418.955007817,17676347.492287222,21186501.64569703
F014,medium,2,9,8,18253727.20016336,1254102.3805737402,5130418.829619846,4105707.151215822,5573788.358105511,2189710.480648438,2738059.080024504,912686.360008168,6388804.520057176,547611.8160049008,250000.0,1575372.720016336,7416565.424068612,1854141.356017153,5562424.068051459,23238771.560338683,22033961.711524915
F014,medium,2,10,9,19387379.369611375,1350440.2452632685,5577905.360870022,4440732.854755033,5741002.008848678,2277298.899874376,2908106.905441706,969368.9684805688,6785582.7793639805,581621.3810883412,250000.0,1688737.9369611377,7892699.335236778,1973174.8338091944,5919524.501427583,29158296.061766267,22915320.17998591
F015,medium,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F015,medium,2,3,2,2606398.0,190962.0,0.0,389376.0,1485259.9999999998,540800.0000000001,390959.7,130319.90000000001,912239.2999999999,78191.94,250000.0,10639.800000000017,844687.16,211171.79,633515.37,633515.37,15142400.0
F015,medium,2,4,3,5704352.86,393381.72,983454.2999999999,1079869.44,2403999.4000000004,843648.0000000001,855652.929,285217.64300000004,1996523.501,171130.5858,250000.0,320435.2860000001,2145828.2012,536457.0503,1609371.1509,2242886.5209,16338649.600000003
F015,medium,2,5,4,8639570.169800002,607774.7574,2025915.8580000002,1684596.3264000004,3151424.668,1169858.5600000003,1295935.5254700002,431978.50849000015,3023849.5594300004,259187.10509400006,250000.0,613957.0169800003,3378619.471316001,844654.8678290002,2533964.603487001,4776851.124387001,17606371.328
F015,medium,2,6,5,11702206.242214002,834677.333496,3130040.0006100005,2335973.572608,3941531.8526200005,1459983.4828800003,1755330.9363321003,585110.3121107001,4095772.1847749003,351066.18726642005,250000.0,920220.6242214001,4664926.621729881,1166231.6554324701,3498694.9662974104,8275546.090684411,18949368.954880003
F015,medium,2,7,6,14396452.211412674,1020914.7135322952,4029926.5007853755,3036765.644390401,4537398.7268102,1771446.6258944005,2159467.831711901,719822.6105706338,5038758.273994436,431893.5663423802,250000.0,1189645.2211412676,5796509.928793323,1449127.4821983308,4347382.446594993,12622928.537279405,20371636.197785605
F015,medium,2,8,7,16637837.952405766,1162230.8028265024,4704267.535250128,3631971.7106909193,5165470.234784455,1973897.6688537605,2495675.6928608646,831891.8976202883,5823243.283342018,499135.13857217296,250000.0,1413783.7952405766,6737891.940010422,1684472.9850026055,5053418.955007817,17676347.492287222,21186501.64569703
F015,medium,2,9,8,18253727.20016336,1254102.3805737402,5130418.829619846,4105707.151215822,5573788.358105511,2189710.480648438,2738059.080024504,912686.360008168,6388804.520057176,547611.8160049008,250000.0,1575372.720016336,7416565.424068612,1854141.356017153,5562424.068051459,23238771.560338683,22033961.711524915
F015,medium,2,10,9,19387379.369611375,1350440.2452632685,5577905.360870022,4440732.854755033,5741002.008848678,2277298.899874376,2908106.905441706,969368.9684805688,6785582.7793639805,581621.3810883412,250000.0,1688737.9369611377,7892699.335236778,1973174.8338091944,5919524.501427583,29158296.061766267,22915320.17998591
F016,medium,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F016,medium,2,3,2,2606398.0,190962.0,0.0,389376.0,1485259.9999999998,540800.0000000001,390959.7,130319.90000000001,912239.2999999999,78191.94,250000.0,10639.800000000017,844687.16,211171.79,633515.37,633515.37,15142400.0
F016,medium,2,4,3,5704352.86,393381.72,983454.2999999999,1079869.44,2403999.4000000004,843648.0000000001,855652.929,285217.64300000004,1996523.501,171130.5858,250000.0,320435.2860000001,2145828.2012,536457.0503,1609371.1509,2242886.5209,16338649.600000003
F016,medium,2,5,4,8639570.169800002,607774.7574,2025915.8580000002,1684596.3264000004,3151424.668,1169858.5600000003,1295935.5254700002,431978.50849000015,3023849.5594300004,259187.10509400006,250000.0,613957.0169800003,3378619.471316001,844654.8678290002,2533964.603487001,4776851.124387001,17606371.328
F016,medium,2,6,5,11702206.242214002,834677.333496,3130040.0006100005,2335973.572608,3941531.8526200005,1459983.4828800003,1755330.9363321003,585110.3121107001,4095772.1847749003,351066.18726642005,250000.0,920220.6242214001,4664926.621729881,1166231.6554324701,3498694.9662974104,8275546.090684411,18949368.954880003
F016,medium,2,7,6,14396452.211412674,1020914.7135322952,4029926.5007853755,3036765.644390401,4537398.7268102,1771446.6258944005,2159467.831711901,719822.6105706338,5038758.273994436,431893.5663423802,250000.0,1189645.2211412676,5796509.928793323,1449127.4821983308,4347382.446594993,12622928.537279405,20371636.197785605
F016,medium,2,8,7,16637837.952405766,1162230.8028265024,4704267.535250128,3631971.7106909193,5165470.234784455,1973897.6688537605,2495675.6928608646,831891.8976202883,5823243.283342018,499135.13857217296,250000.0,1413783.7952405766,6737891.940010422,1684472.9850026055,5053418.955007817,17676347.492287222,21186501.64569703
F016,medium,2,9,8,18253727.20016336,1254102.3805737402,5130418.829619846,4105707.151215822,5573788.358105511,2189710.480648438,2738059.080024504,912686.360008168,6388804.520057176,547611.8160049008,250000.0,1575372.720016336,7416565.424068612,1854141.356017153,5562424.068051459,23238771.560338683,22033961.711524915
F016,medium,2,10,9,19387379.369611375,1350440.2452632685,5577905.360870022,4440732.854755033,5741002.008848678,2277298.899874376,2908106.905441706,969368.9684805688,6785582.7793639805,581621.3810883412,250000.0,1688737.9369611377,7892699.335236778,1973174.8338091944,5919524.501427583,29158296.061766267,22915320.17998591
F017,medium,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F017,medium,2,3,2,2606398.0,190962.0,0.0,389376.0,1485259.9999999998,540800.0000000001,390959.7,130319.90000000001,912239.2999999999,78191.94,250000.0,10639.800000000017,844687.16,211171.79,633515.37,633515.37,15142400.0
F017,medium,2,4,3,5704352.86,393381.72,983454.2999999999,1079869.44,2403999.4000000004,843648.0000000001,855652.929,285217.64300000004,1996523.501,171130.5858,250000.0,320435.2860000001,2145828.2012,536457.0503,1609371.1509,2242886.5209,16338649.600000003
F017,medium,2,5,4,8639570.169800002,607774.7574,2025915.8580000002,1684596.3264000004,3151424.668,1169858.5600000003,1295935.5254700002,431978.50849000015,3023849.5594300004,259187.10509400006,250000.0,613957.0169800003,3378619.471316001,844654.8678290002,2533964.603487001,4776851.124387001,17606371.328
F017,medium,2,6,5,11702206.242214002,834677.333496,3130040.0006100005,2335973.572608,3941531.8526200005,1459983.4828800003,1755330.9363321003,585110.3121107001,4095772.1847749003,351066.18726642005,250000.0,920220.6242214001,4664926.621729881,1166231.6554324701,3498694.9662974104,8275546.090684411,18949368.954880003
F017,medium,2,7,6,14396452.211412674,1020914.7135322952,4029926.5007853755,3036765.644390401,4537398.7268102,1771446.6258944005,2159467.831711901,719822.6105706338,5038758.273994436,431893.5663423802,250000.0,1189645.2211412676,5796509.928793323,1449127.4821983308,4347382.446594993,12622928.537279405,20371636.197785605
F017,medium,2,8,7,16637837.952405766,1162230.8028265024,4704267.535250128,3631971.7106909193,5165470.234784455,1973897.6688537605,2495675.6928608646,831891.8976202883,5823243.283342018,499135.13857217296,250000.0,1413783.7952405766,6737891.940010422,1684472.9850026055,5053418.955007817,17676347.492287222,21186501.64569703
F017,medium,2,9,8,18253727.20016336,1254102.3805737402,5130418.829619846,4105707.151215822,5573788.358105511,2189710.480648438,2738059.080024504,912686.360008168,6388804.520057176,547611.8160049008,250000.0,1575372.720016336,7416565.424068612,1854141.356017153,5562424.068051459,23238771.560338683,22033961.711524915
F017,medium,2,10,9,19387379.369611375,1350440.2452632685,5577905.360870022,4440732.854755033,5741002.008848678,2277298.899874376,2908106.905441706,969368.9684805688,6785582.7793639805,581621.3810883412,250000.0,1688737.9369611377,7892699.335236778,1973174.8338091944,5919524.501427583,29158296.061766267,22915320.17998591
F018,high,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F018,high,2,3,2,3814322.9999999995,286443.0,0.0,648960.0,2121799.9999999995,757120.0000000001,572148.45,190716.15,1335013.0499999998,114429.68999999999,250000.0,131432.3,1352015.66,338003.915,1014011.7449999999,1014011.7449999999,15142400.0
F018,high,2,4,3,8531621.39,590072.58,1475181.45,1619804.1600000001,3496726.4000000004,1349836.8,1279743.2085,426581.06950000004,2986067.4865,255948.6417,250000.0,603162.1390000001,3333280.9838,833320.24595,2499960.73785,3513972.4828500003,16338649.600000003
F018,high,2,5,4,13301442.872700002,911662.1361000001,3038873.7870000005,2526894.4896000004,4952238.764,1871773.6960000005,1995216.4309050003,665072.1436350001,4655505.005445001,399043.28618100006,250000.0,1080144.2872700002,5336606.006534001,1334151.5016335002,4002454.5049005006,7516426.9877505,17606371.328
F018,high,2,6,5,17912567.351231,1252016.000244,4695060.000915,3503960.3589120004,6028225.186360001,2433305.8048,2686885.10268465,895628.3675615501,6269398.57293085,537377.0205369301,250000.0,1541256.7351231002,7273278.2875170205,1818319.5718792551,5454958.715637766,12971385.703388266,18949368.954880003
F018,high,2,7,6,22044760.749745496,1504505.8936265402,5910558.867818551,4555148.466585602,7164313.779174001,2910233.742540801,3306714.1124618244,1102238.0374872747,7715666.262410923,661342.8224923648,250000.0,1954476.0749745495,9008799.514893109,2252199.8787232772,6756599.636169832,19727985.3395581,20371636.197785605
F018,high,2,8,7,25163738.381373588,1715674.042267694,6918040.493014895,5369001.659282229,7871192.73871917,3289829.4480896005,3774560.757206038,1258186.9190686794,8807308.433480754,754912.1514412076,250000.0,2266373.838137359,10318770.120176908,2579692.530044227,7739077.590132681,27467062.92969078,21186501.64569703
F018,high,2,9,8,27572190.467301775,1881153.5708606103,7695628.244429769,6076446.583799416,8360682.537158268,3558279.531053712,4135828.570095266,1378609.5233650887,9650266.66355562,827165.7140190533,250000.0,2507219.0467301775,11330319.996266745,2832579.9990666863,8497739.997200059,35964802.926890835,22033961.711524915
F018,high,2,10,9,30115959.032216888,2055017.7645310608,8513645.024485823,6831896.6996231275,8872457.650038866,3842941.89353801,4517393.854832533,1505797.9516108446,10540585.66127591,903478.7709665066,250000.0,2761595.903221689,12398702.793531094,3099675.6983827734,9299027.095148321,45263830.02203916,22915320.17998591
F019,high,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F019,high,2,3,2,3814322.9999999995,286443.0,0.0,648960.0,2121799.9999999995,757120.0000000001,572148.45,190716.15,1335013.0499999998,114429.68999999999,250000.0,131432.3,1352015.66,338003.915,1014011.7449999999,1014011.7449999999,15142400.0
F019,high,2,4,3,8531621.39,590072.58,1475181.45,1619804.1600000001,3496726.4000000004,1349836.8,1279743.2085,426581.06950000004,2986067.4865,255948.6417,250000.0,603162.1390000001,3333280.9838,833320.24595,2499960.73785,3513972.4828500003,16338649.600000003
F019,high,2,5,4,13301442.872700002,911662.1361000001,3038873.7870000005,2526894.4896000004,4952238.764,1871773.6960000005,1995216.4309050003,665072.1436350001,4655505.005445001,399043.28618100006,250000.0,1080144.2872700002,5336606.006534001,1334151.5016335002,4002454.5049005006,7516426.9877505,17606371.328
F019,high,2,6,5,17912567.351231,1252016.000244,4695060.000915,3503960.3589120004,6028225.186360001,2433305.8048,2686885.10268465,895628.3675615501,6269398.57293085,537377.0205369301,250000.0,1541256.7351231002,7273278.2875170205,1818319.5718792551,5454958.715637766,12971385.703388266,18949368.954880003
F019,high,2,7,6,22044760.749745496,1504505.8936265402,5910558.867818551,4555148.466585602,7164313.779174001,2910233.742540801,3306714.1124618244,1102238.0374872747,7715666.262410923,661342.8224923648,250000.0,1954476.0749745495,9008799.514893109,2252199.8787232772,6756599.636169832,19727985.3395581,20371636.197785605
F019,high,2,8,7,25163738.381373588,1715674.042267694,6918040.493014895,5369001.659282229,7871192.73871917,3289829.4480896005,3774560.757206038,1258186.9190686794,8807308.433480754,754912.1514412076,250000.0,2266373.838137359,10318770.120176908,2579692.530044227,7739077.590132681,27467062.92969078,21186501.64569703
F019,high,2,9,8,27572190.467301775,1881153.5708606103,7695628.244429769,6076446.583799416,8360682.537158268,3558279.531053712,4135828.570095266,1378609.5233650887,9650266.66355562,827165.7140190533,250000.0,2507219.0467301775,11330319.996266745,2832579.9990666863,8497739.997200059,35964802.926890835,22033961.711524915
F019,high,2,10,9,30115959.032216888,2055017.7645310608,8513645.024485823,6831896.6996231275,8872457.650038866,3842941.89353801,4517393.854832533,1505797.9516108446,10540585.66127591,903478.7709665066,250000.0,2761595.903221689,12398702.793531094,3099675.6983827734,9299027.095148321,45263830.02203916,22915320.17998591
F020,high,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F020,high,2,3,2,3814322.9999999995,286443.0,0.0,648960.0,2121799.9999999995,757120.0000000001,572148.45,190716.15,1335013.0499999998,114429.68999999999,250000.0,131432.3,1352015.66,338003.915,1014011.7449999999,1014011.7449999999,15142400.0
F020,high,2,4,3,8531621.39,590072.58,1475181.45,1619804.1600000001,3496726.4000000004,1349836.8,1279743.2085,426581.06950000004,2986067.4865,255948.6417,250000.0,603162.1390000001,3333280.9838,833320.24595,2499960.73785,3513972.4828500003,16338649.600000003
F020,high,2,5,4,13301442.872700002,911662.1361000001,3038873.7870000005,2526894.4896000004,4952238.764,1871773.6960000005,1995216.4309050003,665072.1436350001,4655505.005445001,399043.28618100006,250000.0,1080144.2872700002,5336606.006534001,1334151.5016335002,4002454.5049005006,7516426.9877505,17606371.328
F020,high,2,6,5,17912567.351231,1252016.000244,4695060.000915,3503960.3589120004,6028225.186360001,2433305.8048,2686885.10268465,895628.3675615501,6269398.57293085,537377.0205369301,250000.0,1541256.7351231002,7273278.2875170205,1818319.5718792551,5454958.715637766,12971385.703388266,18949368.954880003
F020,high,2,7,6,22044760.749745496,1504505.8936265402,5910558.867818551,4555148.466585602,7164313.779174001,2910233.742540801,3306714.1124618244,1102238.0374872747,7715666.262410923,661342.8224923648,250000.0,1954476.0749745495,9008799.514893109,2252199.8787232772,6756599.636169832,19727985.3395581,20371636.197785605
F020,high,2,8,7,25163738.381373588,1715674.042267694,6918040.493014895,5369001.659282229,7871192.73871917,3289829.4480896005,3774560.757206038,1258186.9190686794,8807308.433480754,754912.1514412076,250000.0,2266373.838137359,10318770.120176908,2579692.530044227,7739077.590132681,27467062.92969078,21186501.64569703
F020,high,2,9,8,27572190.467301775,1881153.5708606103,7695628.244429769,6076446.583799416,8360682.537158268,3558279.531053712,4135828.570095266,1378609.5233650887,9650266.66355562,827165.7140190533,250000.0,2507219.0467301775,11330319.996266745,2832579.9990666863,8497739.997200059,35964802.926890835,22033961.711524915
F020,high,2,10,9,30115959.032216888,2055017.7645310608,8513645.024485823,6831896.6996231275,8872457.650038866,3842941.89353801,4517393.854832533,1505797.9516108446,10540585.66127591,903478.7709665066,250000.0,2761595.903221689,12398702.793531094,3099675.6983827734,9299027.095148321,45263830.02203916,22915320.17998591
F021,medium,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F021,medium,3,4,2,2693891.7,196690.86,0.0,404951.04000000004,1529817.8,562432.0000000001,404083.755,134694.58500000002,942862.095,80816.751,250000.0,19389.170000000042,881434.5140000001,220358.62850000002,661075.8855000001,661075.8855000001,15142400.0
F021,medium,3,5,3,5894718.620200001,405183.17160000006,1012957.9290000001,1123064.2176000003,2476119.382,877393.9200000002,884207.7930300001,294735.93101000006,2063151.51707,176841.558606,250000.0,339471.8620200001,2225781.8204840003,556445.4551210001,1669336.3653630002,2330412.2508630003,16338649.600000003
F021,medium,3,6,4,8927301.823758,626008.000122,2086693.3337400001,1751980.1794560002,3245967.4080400006,1216652.9024,1339095.2735637,446365.09118790005,3124555.6383153,267819.05471274,250000.0,642730.1823758001,3499466.7659783605,874866.6914945901,2624600.0744837704,4955012.325346771,17606371.328
F021,medium,3,7,5,12091232.000035303,859717.6535008801,3223941.2006283007,2429412.5155123207,4059777.8081986005,1518382.8221952005,1813684.8000052953,604561.6000017652,4231931.200012356,362736.96000105905,250000.0,959123.2000035304,4828317.440014828,1207079.360003707,3621238.080011121,8576250.405357892,18949368.954880003
F021,medium,3,8,6,14876427.900457904,1051542.154938264,4150824.295808937,3158236.2701660166,4673520.688614507,1842304.4909301763,2231464.1850686856,743821.3950228952,5206749.765160266,446292.8370137371,250000.0,1237642.7900457904,5998099.718192319,1499524.9295480798,4498574.788644239,13074825.194002131,20371636.197785605
F021,medium,3,9,7,17193031.784773387,1197097.7269112975,4845395.561307632,3777250.579118556,5320434.341827989,2052853.5756079108,2578954.767716008,859651.5892386694,6017561.124670685,515790.9535432016,250000.0,1469303.1784773387,6971073.349604823,1742768.3374012057,5228305.012203617,18303130.206205748,21186501.64569703
F021,medium,3,10,8,18864293.192486905,1291725.4519909525,5284331.394508442,4269935.437264455,5741002.008848678,2277298.899874376,2829643.9788730354,943214.6596243453,6602502.617370416,565928.7957746071,250000.0,1636429.3192486905,7673003.1408445,1918250.785211125,5754752.355633374,24057882.561839122,22033961.711524915
F022,medium,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
F022,medium,3,4,2,2693891.7,196690.86,0.0,404951.04000000004,1529817.8,562432.0000000001,404083.755,134694.58500000002,942862.095,80816.751,250000.0,19389.170000000042,881434.5140000001,220358.62850000002,661075.8855000001,661075.8855000001,15142400.0
F022,medium,3,5,3,5894718.620200001,405183.17160000006,1012957.9290000001,1123064.2176000003,2476119.382,877393.9200000002,884207.7930300001,294735.93101000006,2063151.51707,176841.558606,250000.0,339471.8620200001,2225781.8204840003,556445.4551210001,1669336.3653630002,2330412.2508630003,16338649.600000003
F022,medium,3,6,4,8927301.823758,626008.000122,2086693.3337400001,1751980.1794560002,3245967.4080400006,1216652.9024,1339095.2735637,446365.09118790005,3124555.6383153,267819.05471274,250000.0,642730.1823758001,3499466.7659783605,874866.6914945901,2624600.0744837704,4955012.325346771,17606371.328
F022,medium,3,7,5,12091232.000035303,859717.6535008801,3223941.2006283007,2429412.5155123207,4059777.8081986005,1518382.8221952005,1813684.8000052953,604561.6000017652,4231931.200012356,362736.96000105905,250000.0,959123.2000035304,4828317.440014828,1207079.360003707,3621238.080011121,8576250.405357892,18949368.954880003
F022,medium,3,8,6,14876427.900457904,1051542.154938264,4150824.295808937,3158236.2701660166,4673520.688614507,1842304.4909301763,2231464.1850686856,743821.3950228952,5206749.765160266,446292.8370137371,250000.0,1237642.7900457904,5998099.718192319,1499524.9295480798,4498574.788644239,13074825.194002131,20371636.197785605
F022,medium,3,9,7,17193031.784773387,1197097.7269112975,4845395.561307632,3777250.579118556,5320434.341827989,2052853.5756079108,2578954.767716008,859651.5892386694,6017561.124670685,515790.9535432016,250000.0,1469303.1784773387,6971073.349604823,1742768.3374012057,5228305.012203617,18303130.206205748,21186501.64569703
F022,medium,3,10,8,18864293.192486905,1291725.4519909525,5284331.394508442,4269935.437264455,5741002.008848678,2277298.899874376,2829643.9788730354,943214.6596243453,6602502.617370416,565928.7957746071,250000.0,1636429.3192486905,7673003.1408445,1918250.785211125,5754752.355633374,24057882.561839122,22033961.711524915
F023,medium,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14560000.0
